Id,Clientes,Transacción,Categoría,Descripción,Precio,TipoContrato,Superficie,Área,Dirección,ÁreaInterior,Habitaciones,Baños,Edad,Edad_prom,Piso,Administración,Barrio,Estrato,Garages,Extras,Latitud,Longitud,PrecioM2,Ascensor,Depósito,ModifyDate,Link
24,Carlos Julian,Venta,Apartamento,"Vendo hermoso Apartamento Dúplex de 127 m2 en Pasadena. Exterior en 4to y 3ro piso. Consta de 3 alcobas, la principal con vestier y balcón, 3 baños, zona social con chimenea y balcón, Cocina abierta y Zona de lavandería. 2 garajes y 1 depósito. Edificio de 6 años con servicio de Ascensor; Vigilancia 24/7,CCTV, Citofonía. Info (310)(815)(3575)",630000000,Particular,127,127,Cl 102,"127,00 m2",3,3,,0.0,4,0,Pasadena,4,2,"Interiores$Balcón, Baño Auxiliar, Barra estilo americano, Calentador, Chimenea, Citófono, Cocina Integral, Cocina tipo Americano, Depósito / Bodega, Hall de Alcobas, Instalación de gas, Zona de lavandería|Exteriores$Ascensor, Circuito cerrado de TV, Garaje(s), Parqueadero Visitantes, Portería / Recepción, Vigilancia, Vivienda Multifamiliar|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Público cercano, Zona Comercial, Zona Residencial|#Apartamento#$Duplex",4.69110488891602,-74.0618438720703,4960629.92,1,1,3/24/2021 3:37:14 AM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6204628.aspx
25,La Zona Finca Raiz SAS,Venta,Apartamento,"Ganga! Excelente precio,  super ubicado cerca a iglesia,  supermercados,  oficinas,  zona bancaria,  transmilenio,  vías como avenida 68,  suba,  autopista. DUPLEX 5 Y 6 PISO,  iluminado calientico,   espacios generosos se pueden remodelar  y personalizar fácilmente. Ideal para personas que gusten de varios ambientes. El Edificio Tiene escaleras amplias y descansadas (SIN ASCENSOR). Portería y vigilancia 24 horas. Contactar a CLARA INES PELAEZ por whatsapp.",360000000,Professional,110,110,cra 51 103B-81,,3,3,16 a 30 años,23.0,5,485000,Pasadena,5,1,"Interiores$Calentador, Citófono, Cocina Integral, Depósito / Bodega, Estudio, Instalación de gas, Piso en Baldosa /  Mármol, Zona de lavandería|Exteriores$Portería / Recepción|del Sector$Parques cercanos, Supermercados / C.Comerciales, Trans. Público cercano, Zona Residencial|#Apartamento#$Duplex",4.692580223083501,-74.0618133544922,3272727.27,0,1,5/27/2020 11:56:35 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-4878633.aspx
26,Daniel  Moncada,Venta,Apartamento,"Hermoso apartamento DUPLEX en 5°, con 2 habitaciones y un tercer nivel con estudio independiente, 3 baños, sala comedor con chimenea, cocina y patio de ropas, garaje y deposito. Super ubicado, sector tranquilo y seguro, edificio con ascensor y vigilancia privada.",390000000,Particular,76,76,Cr 53 103b,"76,00 m2",2,3,9 a 15 años,12.0,5,395000,Pasadena,5,1,"Interiores$Baño Auxiliar, Chimenea, Citófono, Cocina Integral, Depósito / Bodega, Estudio, Hall de Alcobas, Instalación de gas, Piso en Baldosa /  Mármol|Exteriores$Ascensor, Circuito cerrado de TV, Garaje(s), Portería / Recepción, Salón Comunal, Vigilancia, Vivienda Multifamiliar|del Sector$Parques cercanos, Sobre vía principal, Supermercados / C.Comerciales, Trans. Público cercano, Zona Residencial|#Apartamento#$Duplex",4.69212055206299,-74.06256103515629,5131578.95,1,1,1/30/2021 10:17:15 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6051923.aspx
27,CAAL acompañamiento inmobiliario,Venta,Apartamento,"PASADENA,  NUEVO Área:125 m2,  Piso 4 Exterior con Balcón y vista a Parque, Sala comedor muy amplia (con chimenea a gas),  3 Habitaciones (La Principal con su Baño y Vestier), 3 Baños incluido el social, Cocina abierta con barra, Patio de ropas independiente, 2 Parqueaderos el línea,  1 Depositó amplio,  Zonas Comunes: Terraza Sky BBQ,  Terraza con juegos para niños, Salón comunal, Salón de juegos para niños Gimnasio, Teatrino, 12 parqueaderos de visitantes, Dos (2) ascensores,  Planta Electrica. Admon $691 Mil.",895000000,Professional,125,125,calle 104a  47A-06,"125,00 m2",3,3,Menos de 1 año,0.5,4,691000,Pasadena,4,2,,4.69232988357544,-74.0589370727539,7160000.0,0,0,1/26/2021 9:50:45 AM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5940921.aspx
28,Jaan Céspedes,Venta,Apartamento,Acabados de lujo 5 piso con ascensor garage doble deposito,370000000,Particular,57,57,Cra 51 102a 63,,1,2,,0.0,5,0,Pasadena,5,2,Exteriores$Ascensor,4.690890789031981,-74.06175231933591,6491228.07,1,0,3/16/2021 3:33:02 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6158607.aspx
29,Lo Vendo Lo Arriendo,Venta,Apartamento,"Vendo lindo apartamento en el barrio pasadena,  amplio con 110 mts ,  consta de 3 habitaciones, 2 baños. estudio, sala con chimenea,  comedor,  alcoba de servicio con baño,  cocina integral, 2 parqueaderos, sin acsensor excelente ubicacion.  conozcalo  .",420000000,Professional,110,110,cra 51 #103 b 23 ,,3,2,,0.0,5,0,Pasadena,5,2,"Interiores$Balcón, Baño Independiente, Chimenea, Cocina Equipada, Cuarto de Servicio, Estudio, Zona de lavandería|Exteriores$Cochera, Parqueadero Visitantes, Portería / Recepción, Vista panorámica|del Sector$Colegios / Universidades, Parques cercanos, Sobre vía principal, Supermercados / C.Comerciales, Trans. Público cercano",4.691806316375731,-74.06211853027341,3818181.82,0,0,3/28/2021 3:16:34 AM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6216003.aspx
30,Soluciones Inmobiliaria Nora Donado Angarita,Venta,Apartamento,"Excelente oportunidad,  Vendo apartamento Exterior. 67 m2,  Sala comedor,  tres habitaciones,  dos baños,  cocina cerrada. 2 Parqueaderos en línea,  deposito. Sector residencial,  Cerca parques,  colegios,  excelente vías de  acceso..",410000000,Professional,67,67,Calle 107 52-28 Apto 403,,3,2,16 a 30 años,23.0,4,470000,Pasadena,4,2,"Interiores$Calentador, Citófono, Cocina Integral, Depósito / Bodega, Instalación de gas, Zona de lavandería|Exteriores$Ascensor, Circuito cerrado de TV, Garaje(s), Parqueadero Visitantes, Portería / Recepción, Vigilancia|del Sector$Colegios / Universidades, Parques cercanos, Trans. Público cercano, Zona Comercial, Zona Residencial",4.696410179138179,-74.062141418457,6119402.99,1,1,3/23/2021 6:27:11 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6195241.aspx
31,Diana Villamil,Venta,Apartamento,"Apartamento con ubicación en Pasadena diagonal a Iglesia Santo Domingo Savio, Iluminado, altura de 3,40mts, cocina abierta con horno microondas y lavaplatos eléctrico, área Social se compone de sala y comedor independiente con chimenea. Consta de 3 habitaciones, la principal con Baño y Jacuzzi, Estudio, cuarto de lavandería, incluye  terraza de 74 mts, depósito y 3 parqueaderos.",820000000,Particular,188,188,CR 51 103B - 60,"188,00 m2",3,3,1 a 8 años,4.5,5,0,Pasadena,5,3,"Interiores$Balcón, Barra estilo americano, Calentador, Chimenea, Cocina Integral, Cocina tipo Americano, Depósito / Bodega, Estudio, Hall de Alcobas, Instalación de gas, Sauna / Turco / Jacuzzi, Zona de lavandería|Exteriores$Ascensor, Circuito cerrado de TV, En conjunto cerrado, Garaje(s), Jardín, Parqueadero Visitantes, Portería / Recepción, Salón Comunal, Terraza, Vigilancia|del Sector$Parques cercanos, Sobre vía principal, Supermercados / C.Comerciales, Trans. Público cercano, Zona Residencial|#Apartamento#$PentHouse",4.692749977111821,-74.06166076660159,4361702.13,1,1,3/23/2021 2:50:24 AM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6184316.aspx
32,SUSAN GARCIA,Venta,Apartamento,"El gran valor agregado de esta propiedad es su ubicación y distribución de espacios,  cuenta con 3 habitaciones,  2 baños,  amplia sala comedor,  cocina integral,  zona de  lavandería con iluminación y ventilación natural,  pisos en madera laminada,  seguridad 24 horas,  cctv,  salón social,  ascensor,  amplia recepción ,  quinto piso. Zona residencial y tranquila,  buenas vías de accesos,  transporte publico,  supermercados,  y almacenes de cadena,  parques.   2 Parqueaderos en linea y un deposito, .",470000000,Professional,83,83,CARRERA 50  104B-34,"83,00 m2",2,2,16 a 30 años,23.0,5,34000000,Pasadena,5,2,"Interiores$Balcón, Citófono, Cocina Integral, Estudio, Hall de Alcobas, Instalación de gas, Zona de lavandería|Exteriores$Ascensor, Circuito cerrado de TV, En conjunto cerrado, Garaje(s), Parqueadero Visitantes, Portería / Recepción, Salón Comunal, Vigilancia, Vista panorámica|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Público cercano, Zona Residencial",4.693729877471919,-74.060791015625,5662650.6,1,0,3/22/2021 2:44:20 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5983484.aspx
33,MGM GESTION INMOBILIARIA,Venta,Apartamento,"APARTAMENTO 72 MTS,  INTERIOR,  2 HABITACIONES,  2 BAÑOS,  SALA COMEDOR CON CHIMENEA Y BALCON,  ESTUDIO,  COCINA INTEGRAL ABIERTA,  ZONA DE LAVANDERIA,  2 PARQUEADEROS INDEPENDIENTES,  DEPOSITO AMPLIO. EL EDIFICIO CUENTA CON PORTERIA,  LOBBY,  VIGILANCIA 24 HORAS,  SALON SOCIAL,  PARQUEADERO DE VISITANTES,  TERRAZA. VIAS DE ACCESO: AUTONORTE,  AV SUBA,  CALLE 100 Y 106. CERCA A CENTROS COMERCIALES,  SUPERMERCADOS,  BANCOS,  ESTACION DE TRANSMILENIO CALLE 106 Y PTE LARGO. PRECIO NEGOCIABLE.",450000000,Professional,72,72,CARRERA 51 102A-49,"72,00 m2",2,2,1 a 8 años,4.5,3,0,Pasadena,3,2,"Interiores$Balcón, Calentador, Chimenea, Citófono, Depósito / Bodega, Estudio, Instalación de gas, Zona de lavandería|Exteriores$Ascensor, Circuito cerrado de TV, Parqueadero Visitantes, Portería / Recepción, Terraza, Vigilancia, Vista panorámica|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Público cercano, Zona Residencial",0.0,0.0,6250000.0,1,1,3/21/2021 2:43:21 AM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6107057.aspx
34,Jose Padilla,Venta,Apartamento,"Hermoso apartamento, en 3er piso exterior, con 43m2 distribuidos en sala  comedor con lindos  pisos laminados, iluminación y ventilación natural, balcón, cocina abierta tipo americana, con mesón en granito y estufa en isla, zona de ropas amplia e independiente, una habitación con baño privado , un baño social. Parqueadero y Deposito",310000000,Particular,43,43,cra 54 106-46,"43,00 m2",1,2,1 a 8 años,4.5,3,289000,Pasadena,3,1,"Interiores$Balcón, Barra estilo americano, Calentador, Citófono, Cocina tipo Americano, Depósito / Bodega, Instalación de gas, Zona de lavandería|Exteriores$Ascensor, Caldera, Garaje(s), Portería / Recepción, Terraza|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Público cercano, Zona Comercial, Zona Residencial",4.69593811035156,-74.0633010864258,7209302.33,1,1,3/21/2021 2:06:29 AM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6199081.aspx
35,Vendemos Tu Inmueble,Venta,Apartamento,"EXCELENTE APTO EXTERIOR ILUMINADO CON BALCÓN,  COMO NUEVO. 60mts BIEN DISTRIBUIDOS.  1 HABITACIÓN.  1 ESTUDIO. 2 BAÑOS.  COCINA TIPO AMERICANO.  ZONA DE LAVANDERÍA.  1 GARAJE.  PORTERÍA 24 HORAS.  ADMON ECONÓMICA  $280.000.  DE FÁCIL DESPLAZAMIENTO POR LA AV. SUBA.  POR LA CALLE 68.  POR LA CALLE 100.  POR LA AUTONORTE.  POR LA CALLE 116.  CERCA A VARIOS PARQUES.",365000000,Professional,60,60,PASADENA,"60,00 m2",1,2,1 a 8 años,4.5,2,280000,Pasadena,2,1,"Interiores$Balcón, Baño Auxiliar, Barra estilo americano, Calentador, Citófono, Cocina Integral, Cocina tipo Americano, Comedor auxiliar, Estudio, Hall de Alcobas, Instalación de gas, Piso en Baldosa /  Mármol, Zona de lavandería|Exteriores$Ascensor, Circuito cerrado de TV, Garaje(s), Parqueadero Visitantes, Portería / Recepción, Salón Comunal, Terraza, Vigilancia, Vista panorámica, Zonas Verdes|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Público cercano, Zona Residencial",0.0,0.0,6083333.33,1,0,3/25/2021 6:02:29 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6110274.aspx
36,Connectamos Inmobiliaria,Venta,Apartamento,"VENTA Apartamento barrio Pasadena,  Claro con vista abierta a árboles,  renovado y en muy buen estado,  2 habitaciones,  tres baños completos. estudio o cuarto de servicio,  actualmente esta adecuado como un agradable estudio con  su baño que actualmente es el de visitas,  luz y ventilación natural,  comoda cocina con área de ropas integrada,  1 parqueadero. Vale la pena conocerlo en edificio clasico junto a comercio en barrio residencial Pasadena.",360000000,Professional,80,80,calle 106#52-17 apto 404,"80,00 m2",2,3,Más de 30 años,40.0,4,422000,Pasadena,4,1,"Interiores$Baño Auxiliar, Calentador, Citófono, Cocina Integral, Cuarto de Servicio, Estudio, Instalación de gas|Exteriores$Ascensor, Circuito cerrado de TV, Portería / Recepción, Vigilancia|del Sector$Parques cercanos, Trans. Público cercano, Zona Residencial",51.7689895629883,14.2690649032593,4500000.0,1,0,3/26/2021 1:58:57 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6157398.aspx
37,Oscar Cerquera,Venta,Apartamento,"hermoso Apartamento en Pasadena,  poco uso en excelente ubicacion cerca a carulla,  Los tres elefantes,  locales comerciales,  restaurantes etc. Acogedor,  comodo,  y agradable. Cuenta con sala comedor,  2 alcobas,  2 baños,  cocina abierta,  patio,  deposito y dos parqueaderos. El edificio tiene salon de eventos,  recepcion y celadria 24 horas,  gimnasio etc. No pierda esta oportunidad de vivir en una agradable area y un exclente edificio. Pregunta por Oscar Cerquera.",420000000,Professional,64,64,carrera 50 Nro 104 B 53,"64,00 m2",2,2,1 a 8 años,4.5,5,210000,Pasadena,5,2,"Interiores$Citófono, Cocina tipo Americano, Instalación de gas, Piso en Baldosa /  Mármol, Zona de lavandería|Exteriores$Ascensor, En conjunto cerrado, Parqueadero Visitantes, Portería / Recepción, Salón de Juegos, Vigilancia|del Sector$Colegios / Universidades, Parques cercanos, Sobre vía principal, Supermercados / C.Comerciales, Trans. Público cercano, Zona Comercial, Zona Residencial",4.69366788864136,-74.0609817504883,6562500.0,1,0,3/27/2021 11:37:40 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6138222.aspx
38,Rocio Alvarez,Venta,Apartamento,"Hermoso apto remodelado. 1 habitación,  1 baño,  cocina abierta,  sala/comedor con chimenea,  zona de lavandería y parqueadero. Habitación independiente con un mueble de TV que gira para la sala y la habitación..",250000000,Professional,43,43,cr 50  102-38,,1,1,16 a 30 años,23.0,4,210000,Pasadena,4,1,"Interiores$Barra estilo americano, Calentador, Chimenea, Citófono, Cocina Integral, Instalación de gas, Zona de lavandería|Exteriores$Ascensor, Garaje(s), Portería / Recepción, Salón Comunal, Vigilancia|del Sector$Supermercados / C.Comerciales, Trans. Público cercano, Zona Residencial",4.689599990844731,-74.0614776611328,5813953.49,1,0,3/19/2021 8:27:48 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6075341.aspx
39,Mubrick SAS,Venta,Apartamento,"FAVOR NO COMISIONISTAS. Amplio,  iluminado y moderno apartamento. Cuenta con dos alcobas,  estudio,  dos baños,  sala comedor,  cocina cerrada,  dos parqueaderos cubiertos y depósito. Sector cercano a transporte público,  excelentes vías de acceso,  cercano a centros comerciales,  colegios y comercio..",375500000,Professional,80,80,Carrera 53 # 103B - 52,"80,00 m2",2,2,16 a 30 años,23.0,3,531000,Pasadena,3,2,"Interiores$Calentador, Citófono, Closet, Depósito / Bodega, Estudio, Instalación de gas, Shut de basura|Exteriores$En conjunto cerrado, Garaje Cubierto, Parqueadero Visitantes, Portería / Vigilancia, Salón Comunal, Tanques de Agua, Vigilancia privada 24*7|del Sector$Colegios / Universidades, Cómodas vias de acceso, Parques cercanos, Sobre vía principal, Supermercados / C.Comerciales, Trans. Público cercano, Zona Residencial",4.69199991226196,-74.06300354003909,4693750.0,0,1,3/26/2021 6:21:47 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5719782.aspx
40,Con K Inmobiliaria,Venta,Apartamento,"Vendo apartamento en Pasadena,  76 mts ,  2 alcobas  2 baños ,  sala comedor cocina integral tipo americano,  zona de ropas independiente,  balcon vista exterior ,  2 piso,  2 garajes y un deposito,  excelente ubicacion,  cer a la av Calle 100 Autopista norte Calle 116 Av Suba,  centros comerciales cerca,  zonas verdes. Precio negociable..",545000000,Professional,76,76,Calle 102 a 51 01,,2,2,1 a 8 años,4.5,2,650000,Pasadena,2,2,"Interiores$Balcón, Baño Auxiliar, Barra estilo americano, Citófono, Cocina Integral, Cocina tipo Americano, Depósito / Bodega, Instalación de gas, Zona de lavandería|Exteriores$Ascensor, Garaje(s), Portería / Recepción, Salón Comunal, Vigilancia, Zonas Verdes|del Sector$Supermercados / C.Comerciales",4.6899151802063,-74.0623092651367,7171052.63,1,1,3/19/2021 2:46:44 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6146123.aspx
41,Ross Sarmiento,Venta,Apartamento,"Vendo apartamento dúplex en Pasadena. Excelente iluminación natural. Al entrar encontramos sala-comedor en un sólo ambiente,  chimenea,  cocina integral,  zona de lavandería,  cuarto y baño de servicio,  una habitación,  baño social. En el segundo piso se encuentra: estar de televisión o estudio,  habitación principal con baño,  balcón,  una tercera habitación y un baño,  pisos en laminado,  un parqueadero. Por su ubicación esta cerca a comercio,  transporte público,  parques. zona tranquila . GANGA.",375000000,Professional,97,97,Carrera 52  106 -33,,4,3,16 a 30 años,23.0,4,0,Pasadena,4,1,"Interiores$Balcón, Baño Auxiliar, Calentador, Chimenea, Citófono, Cocina Integral, Cuarto de Servicio, Estudio, Instalación de gas, Zona de lavandería|Exteriores$Parqueadero Visitantes, Portería / Recepción, Salón Comunal, Vigilancia|del Sector$Parques cercanos, Supermercados / C.Comerciales, Trans. Público cercano, Zona Comercial, Zona Residencial|#Apartamento#$Duplex",4.69796514511108,-74.0708847045898,3865979.38,0,0,3/19/2021 3:34:03 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5851920.aspx
